,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
2763,770903376,Pointless Quiz,32,4.5,2.4,Games,Paid,76.7M,1.99$,Everyone
2764,771269254,LEGO® Star Wars™:  Microfighters,139,3.5,1.51,Games,Paid,237.2M,0.99$,Teen
2766,771433054,Date & Time Photo Stamp,21,2.5,1.0,Photo & Video,Paid,0.6M,0.99$,Everyone
2768,771989093,LEGO® Friends,400,4.0,1.2.67152,Games,Paid,730.9M,4.99$,Everyone
2769,772561884,News Pro - Breitbart Edition,244,3.5,1.0.10,News,Paid,2.6M,0.99$,Everyone
2770,773126820,Ducky Fuzz,1,5.0,1.03,Games,Paid,58.7M,0.99$,Teen
2775,774620933,FilmStory - For All Your Video Editing Needs,66,4.0,2.5,Photo & Video,Free,77.1M,0.0$,Everyone
2776,774875399,Kahuna,59,4.0,1.1,Games,Paid,58.1M,0.99$,Everyone
2777,775201158,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,493,4.5,1.966,Travel,Free,39.0M,0.0$,Everyone
2778,775402833,WWE SuperCard,13842,4.5,1.7.248694,Games,Free,377.2M,0.0$,Teen
2779,775737172,iA Writer,541,4.0,4.0.5,Productivity,Paid,26.8M,3.99$,Everyone
2780,775873865,Beast Poker,0,0.0,5.6.15,Games,Free,103.8M,0.0$,Everyone 12+
2781,775888026,Shadowmatic,6136,4.5,1.9.5,Games,Paid,300.3M,3.99$,Everyone
2784,776132132,Dungeon Boss,20980,4.5,0.5.7961,Games,Free,161.8M,0.0$,Teen
2785,776865453,Motorsport Manager,2394,4.5,1.1.5,Games,Paid,681.3M,1.99$,Teen
2786,777111034,ChineseSkill -Learn Mandarin Chinese Language Free,6077,5.0,4.1.1,Education,Free,166.5M,0.0$,Everyone
2788,777310222,"GoodReader - PDF Reader, Annotator and File Manager",4756,4.5,4.12.1,Productivity,Paid,61.4M,4.99$,Everyone
2789,777512000,miCal - the missing calendar with reminders,245,4.0,7.8,Productivity,Paid,30.7M,1.99$,Everyone
2791,777630969,FilmStory Pro - For All Your Video Editing Needs,0,0.0,2.5,Photo & Video,Paid,77.1M,3.99$,Everyone
2794,778378115,Naughty Kitties,4162,4.5,1.2.17,Games,Free,211.3M,0.0$,Everyone
2795,778437357,FlixBus - bus travel in Europe,92,4.5,3.8.1,Travel,Free,27.8M,0.0$,Everyone
2796,778658393,GoodNotes 4 - Notes & PDF,7004,4.5,4.11.10,Productivity,Paid,186.2M,7.99$,Everyone
2797,778679533,Isabelle Dance Studio,178,3.0,1.0.2,Games,Paid,537.8M,0.99$,Everyone
2798,779157948,Threes!,18494,4.5,1.3.5,Games,Paid,89.5M,2.99$,Everyone
2799,779561331,The Amazing Spider-Man 2,8843,4.0,1.2.0,Games,Paid,1385.4M,6.99$,Everyone 12+
2800,780214292,Santa was in my House! Catch Santa Camera,2,1.0,1.0,Games,Paid,11.4M,0.99$,Everyone
2801,780458840,Fonta,217,4.0,1.2.0,Photo & Video,Paid,21.4M,0.99$,Everyone
2802,780467456,Effects Studio,64,4.0,4.3.7,Photo & Video,Paid,66.0M,1.99$,Teen
2803,783214985,"Quick Fit - 7 Minute Workout, Abs, and Yoga",407,4.5,2.8,Health & Fitness,Free,179.3M,0.0$,Everyone
2804,783636913,First Strike 1.3,1016,4.0,1.3.1.1,Games,Paid,142.2M,3.99$,Everyone 12+
2805,783753727,R.B.I. Baseball 14,4459,3.0,1.0.5,Games,Paid,800.2M,4.99$,Everyone
2806,783960953,Shadow Blade,503,4.5,1.5.2,Games,Paid,578.5M,1.99$,Everyone 12+
2807,784279176,Beautiful Japanese Handwriting,0,0.0,3.0.6,Education,Free,35.3M,0.0$,Adults only
2809,784797900,J&J Official 7 Minute Workout,4861,5.0,2.6.3,Health & Fitness,Free,231.3M,0.0$,Everyone
2811,785267899,赤ペン 提出カメラ,0,0.0,3.2,Education,Free,21.7M,0.0$,Everyone
2812,785537179,Heart of Vegas Slots – Casino Slot Machine Games,19355,4.5,2.22.0,Games,Free,91.6M,0.0$,Everyone 12+
2813,785638228,Mixgram - Picture Collage Maker - Pic Photo Editor,54282,4.5,4.2.2,Photo & Video,Free,86.0M,0.0$,Everyone
2814,785725887,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",1849,4.0,3.3.3,Lifestyle,Free,47.0M,0.0$,Everyone
2815,785904635,Farming USA,987,4.5,1.7,Games,Paid,88.1M,1.99$,Everyone
2817,787130974,咪咕视频-电视剧综艺直播,0,0.0,4.0.0,Lifestyle,Free,41.6M,0.0$,Adults only
2818,787141016,Patrick Kane's MVP Hockey,849,4.5,1.4.0,Games,Paid,154.5M,3.99$,Everyone
2819,787786130,宜人贷借款,12,4.5,4.4.0,Finance,Free,61.2M,0.0$,Adults only
2820,789356890,AG Drive,1218,4.0,1.8.2,Games,Paid,516.3M,3.99$,Everyone
2821,789605324,Beautiful Japanese Handwriting for iPhone,0,0.0,3.0.5,Education,Free,22.0M,0.0$,Everyone
2822,789870026,Jodel,1193,4.5,3.58,Social Networking,Free,54.0M,0.0$,Adults only
2823,790203750,Block Сity Wars: game and skin export to minecraft,13097,4.5,6.4.5,Games,Free,756.6M,0.0$,Adults only
2824,791077159,KORG Gadget,1297,4.5,3.0.1,Music,Paid,876.4M,39.99$,Everyone
2825,791134629,"Warhammer 40,000: Deathwatch - Tyranid Invasion",2917,4.5,1.3,Games,Paid,1598.7M,1.99$,Everyone 12+
2826,791211390,Jurassic World™: The Game,149138,4.5,1.13.14,Games,Free,459.9M,0.0$,Everyone
2827,791341471,Card Wars - Adventure Time Card Game,13245,3.5,1.11.0,Games,Paid,1198.1M,3.99$,Teen
2829,791532221,开心消消乐®,40,4.0,1.1.34,Games,Free,129.8M,0.0$,Everyone
2830,792595594,"Logos Quiz -Guess the most famous brands, new fun!",58640,5.0,2.0,Games,Free,69.2M,0.0$,Everyone
2831,792694774,UK Snow Radar,0,0.0,1.5,Weather,Paid,22.0M,1.99$,Everyone
2832,793096595,VPN SecureLine - privacy & security by Avast,1534,4.0,4.1.1,Utilities,Free,75.7M,0.0$,Everyone
2833,793157344,feather for Twitter,22,4.5,3.7.0,Social Networking,Paid,63.3M,2.99$,Adults only
2836,793772904,Smart Channel -New Style of News Reader-,0,0.0,2.4,News,Free,25.5M,0.0$,Adults only
2837,794156760,ゆるドラシル -本格派神話RPG-,14,4.5,01.44.02,Games,Free,87.0M,0.0$,Everyone
2839,794278407,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,1,5.0,1.0.2,Productivity,Free,0.9M,0.0$,Everyone
2840,794507331,Crazy Taxi™ City Rush,22877,4.5,1.7.1,Games,Free,226.3M,0.0$,Everyone
2841,794524208,Disco Zoo,24999,4.5,1.4.2,Games,Free,111.5M,0.0$,Everyone
2842,794729836,Staccal 2 - Calendars and Reminder,14,3.5,2.7.2,Productivity,Paid,50.1M,0.99$,Everyone
2843,794730213,Slice Fractions,834,4.5,1.04.00,Education,Paid,200.2M,3.99$,Everyone
2844,794859457,Mimitos Virtual cat with minigames,8899,4.5,2.10,Games,Free,57.0M,0.0$,Everyone 12+
2845,794884903,Jumpy Horse Show Jumping,746,4.0,1.9,Games,Paid,1070.1M,2.99$,Everyone
2847,794960248,Tengami,703,4.0,1.4.1,Games,Paid,247.9M,3.99$,Everyone
2848,795739546,Drillbook Next Reader,7,3.5,1.09,Music,Paid,7.4M,2.99$,Everyone
2849,796149420,Carp Fishing Simulator,39,4.0,2.0.0,Games,Paid,428.6M,4.99$,Everyone
2850,796333129,Dr. Panda's Restaurant 2,3821,4.5,1.2,Education,Paid,149.9M,2.99$,Everyone
2851,796339836,"平安好车主-用车助手,安全管家",5,1.5,3.11.2,Lifestyle,Free,81.7M,0.0$,Adults only
2852,796851829,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,0,0.0,1.1.1,Education,Paid,78.0M,1.99$,Everyone
2853,796870199,工银融e联,13,1.5,2.3.7,Finance,Free,95.9M,0.0$,Everyone 12+
2854,796959534,Nintype,813,3.5,1.99,Productivity,Paid,73.9M,4.99$,Teen
2855,797157312,MarcoPolo Ocean,529,4.5,3.0.4,Education,Free,735.9M,0.0$,Everyone
2857,797339772,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,0,0.0,1.3.1,Education,Paid,79.3M,1.99$,Everyone
2858,797511732,Caf - Mon Compte,0,0.0,1.1.1,Utilities,Free,2.3M,0.0$,Everyone
2859,797535508,"Got It - Homework Help Math, Chem, Physics Solver",4903,4.5,3.5.2,Education,Free,31.2M,0.0$,Teen
2860,797639732,RollerCoaster Tycoon® 4 Mobile™,21407,3.5,1.10.14,Games,Free,186.6M,0.0$,Everyone
2861,797809194,TMNT: Brothers Unite,449,4.0,1.0.3,Games,Paid,257.5M,2.99$,Teen
2862,797818385,Repost It! for Instagram Pro - Video Photo Whiz,745,4.0,1.6.0,Social Networking,Paid,51.5M,2.99$,Everyone
2864,799406905,Rookie Cam - Photo Editor & Filter Camera,33921,4.5,3.2,Photo & Video,Free,105.8M,0.0$,Everyone
2865,799471892,Out There: Ω Edition,1895,4.5,2.5,Games,Paid,157.0M,3.99$,Everyone
2866,799631716,mySTATE - State College,26,4.5,1.6,Navigation,Paid,6.8M,0.99$,Adults only
2867,802869990,宜搜小说-热门网络书籍看书追更必备神器,8,5.0,2.17.0,Book,Paid,37.5M,0.99$,Adults only
2868,802889610,Tricks for iPhone (Pro),0,0.0,2.5,Utilities,Paid,21.7M,1.99$,Everyone
2870,803346990,Athletics: Winter Sports (Full Version),142,4.0,2.0,Games,Paid,140.7M,0.99$,Everyone
2871,803781859,作业帮-小初高学生拍照答疑学习辅导助手,101,4.5,8.6.4,Education,Free,128.3M,0.0$,Everyone
2872,804069802,Shin Megami Tensei (ENG),147,5.0,1.0.0,Games,Paid,26.7M,7.99$,Everyone 12+
2873,804177739,Adobe Photoshop Lightroom for iPad,2005,4.0,2.7.4,Photo & Video,Free,140.0M,0.0$,Everyone
2874,804379658,Words with Friends – Best Word Game,160668,4.5,5.35,Games,Free,174.5M,0.0$,Everyone
2875,804637783,Speak & Translate － Live Voice and Text Translator,4344,4.5,3.5,Reference,Paid,57.6M,19.99$,Everyone
2876,804641004,Speak & Translate － Voice and Text Translator,12062,4.5,3.5,Productivity,Free,75.0M,0.0$,Everyone
2877,804888540,Photon X Private Browser and Flash Player for iPad,18,4.0,5.0,Productivity,Paid,33.2M,0.99$,Adults only
2879,805532295,ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,0,0.0,2.2.0,Lifestyle,Free,30.6M,0.0$,Everyone
2880,805548819,MagicBars - HomeScreen Wallpaper With Creativity,84,3.0,1.2,Entertainment,Paid,5.0M,1.99$,Everyone
2881,805839157,Lastronaut,1576,4.5,1.1.3,Games,Free,24.3M,0.0$,Teen
2882,805845189,Crazy Kitchen,30704,5.0,4.1.2,Games,Free,187.2M,0.0$,Everyone
2883,805869467,Tynker - Learn to Code. Programming Made Easy.,771,4.5,4.0.14,Education,Free,161.0M,0.0$,Everyone
2886,806077016,War Robots,97122,4.5,2.9.0,Games,Free,572.7M,0.0$,Everyone 12+
2887,806223188,Peak - Brain Training,20322,4.5,3.20,Education,Free,243.0M,0.0$,Everyone
2890,807411101,"Baby Food Fair - Make, Eat, Play - Have Fun!",520,3.5,1.8,Games,Free,79.8M,0.0$,Everyone
2891,807416704,X-Tactics,25,5.0,2.4.0,Games,Paid,90.0M,3.99$,Everyone 12+
2892,808108897,Toca Pet Doctor,365,4.0,1.0.4,Education,Paid,315.4M,2.99$,Everyone
2894,808296431,Crashlands,1721,4.5,1.2.14,Games,Paid,112.5M,4.99$,Teen
2897,808794344,The Olympics - Official App for the Olympic Games,470,1.5,2.1.3,Sports,Free,11.0M,0.0$,Everyone
2899,809657936,Fragment's Note2 Side:雪月,0,0.0,1.0.3,Games,Paid,1115.4M,2.99$,Everyone
2900,810405576,StaffWars,99,4.5,1.70.0,Education,Paid,39.0M,0.99$,Everyone
2902,811397653,You Must Build A Boat,444,4.0,1.2.1769,Games,Paid,94.1M,2.99$,Everyone
2903,813330182,Autumn Dynasty Warlords,572,4.5,2.11,Games,Paid,229.0M,6.99$,Teen
2905,813952961,Deliciously Ella,62,3.5,4.0.0,Food & Drink,Paid,498.2M,3.99$,Everyone
2906,814323051,Bridge Constructor Medieval,262,4.5,1.5,Games,Paid,99.5M,1.99$,Everyone
2907,814466047,Star Horizon,200,4.0,2.2.3,Games,Paid,911.0M,3.99$,Teen
2908,814656403,Restaurant Story 2,9699,4.0,1.7.9,Games,Free,147.2M,0.0$,Everyone 12+
2910,814977594,Surgeon Simulator,4820,4.0,1.5,Games,Paid,490.6M,4.99$,Everyone 12+
2911,815181808,Godus,81311,4.5,1.14,Games,Free,159.8M,0.0$,Everyone
2912,815218412,Vocabulary.com,1718,4.5,1.0.1,Education,Paid,8.3M,2.99$,Teen
2913,815876493,Dash Up 2,8,4.5,3.0.9,Games,Free,69.0M,0.0$,Everyone
2914,816177666,Scan & Translate - image Scanner and Translator,1376,4.0,4.0,Utilities,Paid,97.7M,2.99$,Everyone
2915,816202468,Crazy Freekick,228,4.5,1.0.5,Games,Free,32.1M,0.0$,Everyone
2916,816283225,PKTBALL - Endless Arcade Smash Sport,5492,4.5,1.2.2,Games,Free,117.5M,0.0$,Everyone
2917,816821851,"ytools-flashlight,ruler,spirit level,protractor and sound level meter",43,4.5,3.1.1,Utilities,Paid,2.1M,0.99$,Everyone
2920,818779127,TestNav,491,1.5,1.5.1,Education,Free,4.2M,0.0$,Everyone
2921,819169133,OUTDODGE,117,4.0,1.0.3,Games,Free,39.8M,0.0$,Everyone
2922,819197891,Don't Touch This - Secret Data Vault,615,4.5,2.8,Photo & Video,Paid,38.3M,6.99$,Adults only
2923,819627009,Micromedex Drug Reference Essentials,428,1.5,1.77.0,Medical,Paid,5.4M,2.99$,Everyone 12+
2924,820004378,JR東日本アプリ,0,0.0,2.10.0,Navigation,Free,24.4M,0.0$,Everyone 12+
2925,820802943,Social Picket - Stalker & Spy for Instagram,285,4.0,1.3.1,Utilities,Free,10.8M,0.0$,Everyone 12+
2927,821374885,Sight Words Ninja - Slicing Game to Learn to Read,112,4.0,2.0,Education,Paid,53.1M,1.99$,Everyone
2928,821399915,"单机三国志-不抽卡无体力,战个痛快",15,4.5,1.3.9,Games,Paid,128.4M,0.99$,Teen
2929,821560738,AnyFont,324,4.0,2.8,Utilities,Paid,5.9M,1.99$,Everyone
2931,822701037,Sometimes You Die,428,4.0,1.31,Games,Paid,26.6M,1.99$,Everyone 12+
2932,822797943,Page: English Grammar & Spell Checker + Translator,1252,4.5,4.93,Productivity,Paid,23.6M,3.99$,Everyone
2933,823413326,iWeather - World weather forecast,80,4.5,3.5,Weather,Free,29.1M,0.0$,Everyone
2934,823443083,Skiplagged — Actually Cheap Flights & Hotels,1851,4.5,2.0.1,Travel,Free,101.8M,0.0$,Everyone
2935,823518885,World Craft HD,3933,3.0,2.9,Games,Free,147.1M,0.0$,Everyone
2936,823804745,Multiplayer Terraria edition,6981,4.0,1.5,Games,Paid,15.1M,3.99$,Teen
2937,823869162,SimplePlanes,2767,4.5,1.5.3,Games,Paid,322.9M,4.99$,Everyone
2940,824281761,Sago Mini Monsters,409,4.5,1.9,Education,Paid,83.4M,2.99$,Everyone
2941,824305459,Papa's Freezeria To Go!,885,4.5,1.1.2,Games,Paid,51.2M,0.99$,Everyone
2942,824421012,Brushstroke,1373,4.5,3.1,Photo & Video,Paid,58.6M,3.99$,Everyone
2944,824940089,InsSave - Download & Save Photos & Videos From Instagram With Ease!,107,3.0,1.2,Social Networking,Paid,2.2M,0.99$,Everyone
2945,825089659,Photon X Flash Web Browser & Player for iPhone - Full Screen Video plus Games,3,1.0,4.2,Utilities,Paid,12.3M,2.99$,Adults only
2948,826395534,Black Elements – Use our cool Wallpapers to change the elements on your Home Screen and Lock Screen to another color!,44,1.0,1.0,Lifestyle,Paid,10.8M,1.99$,Everyone
2950,826523703,Soccer Stars™,43216,4.5,3.6.2,Games,Free,64.1M,0.0$,Everyone
2951,826921329,Face Swap Booth – photo faceswap & face changer,5300,4.0,1.6.4,Entertainment,Free,26.5M,0.0$,Everyone
2952,828005193,Kitchen Scramble: Cooking Game,17925,3.5,4.3.1,Games,Free,111.6M,0.0$,Everyone
2953,828392046,Teach Your Monster to Read - Phonics and Reading,75,3.5,3.0.4,Education,Paid,90.9M,4.99$,Everyone
2955,828578246,Gummy Drop! – A Match 3 Puzzle Game,59158,4.5,2.31.0,Games,Free,117.6M,0.0$,Everyone
2959,829581836,Theory Test 4-in-1 Bundle - Driving Test Success,0,0.0,2.0.4,Reference,Paid,997.8M,4.99$,Everyone
2960,829587759,"Babbel – Learn Languages Spanish, French & more",1533,4.0,5.5.0,Education,Free,129.7M,0.0$,Everyone
2961,829739720,Red Onion - Tor-powered web browser for anonymous browsing and darknet,2566,4.5,2.2,Utilities,Paid,47.5M,1.99$,Adults only
2963,830201595,大空ヘクタール農園,0,0.0,2.0.0,Games,Paid,104.3M,4.99$,Everyone
2964,830302503,百度手机卫士－wifi管家照片管理防骚扰安全助手,119,4.5,3.4.1,Utilities,Free,61.3M,0.0$,Everyone
2966,830515294,Fix My Car: Custom Mods,87,4.0,11.0,Games,Paid,51.2M,1.99$,Everyone
2967,830544402,Leo's Fortune,6776,4.5,1.0.7,Games,Paid,91.6M,4.99$,Teen
2968,830708155,Fantastical 2 for iPad - Calendar and Reminders,900,4.5,2.8.4,Productivity,Paid,41.1M,9.99$,Everyone
2969,833517462,Just Dance Now,2535,3.5,1.6.6,Games,Free,64.7M,0.0$,Everyone
2970,833756002,Flappy Golf,14995,4.5,1.7,Games,Free,94.0M,0.0$,Everyone
2971,833951143,FTL: Faster Than Light,3832,4.5,1.5.14,Games,Paid,171.5M,9.99$,Teen
2972,833958016,LongStory: Choose your own dating game,1467,4.0,7.2.0,Games,Free,67.2M,0.0$,Everyone 12+
2973,834246564,Hairy Face Salon - Messy Shave Makeover,416,2.5,1.7,Games,Free,74.9M,0.0$,Everyone
2974,834248867,SKRWT,230,4.5,1.4,Photo & Video,Paid,32.6M,1.99$,Everyone
2975,834315918,Space Marshals,3515,4.5,1.3.3,Games,Paid,422.9M,3.99$,Everyone 12+
2978,834715612,Forgotten Memories: Alternate Realities,669,4.0,1.0.6,Games,Paid,1298.4M,5.99$,Everyone 12+
2980,834854351,Scanbot - Scanner App & Fax,3936,4.5,6.5.3,Utilities,Free,142.4M,0.0$,Everyone
2982,834993441,Spellspire,2939,4.5,1.1.4,Games,Free,65.2M,0.0$,Teen
2983,835217317,DatPiff,2815,3.5,4.6.1,Music,Free,84.6M,0.0$,Adults only
2984,835599320,musical.ly - your video social network,105429,4.5,5.7.3,Photo & Video,Free,165.9M,0.0$,Everyone 12+
2985,835731296,MuseScore Songbook - Sheet Music,403,4.0,1.13,Music,Paid,82.3M,1.99$,Everyone
2987,835969177,MMX Racing,12854,4.5,1.16.9309,Games,Free,798.0M,0.0$,Everyone
2988,836071680,Wishbone - Compare Anything,20649,4.5,5.17.4,Social Networking,Free,111.6M,0.0$,Everyone 12+
2989,836464625,ArtPose,102,4.5,1.6,Reference,Paid,157.2M,2.99$,Everyone 12+
2990,836767708,"Wayfair - Shop Furniture, Home Decor, Daily Sales",12578,5.0,4.24.2,Shopping,Free,157.4M,0.0$,Everyone
2991,837860959,Mini Metro,4064,5.0,1.6.1,Games,Paid,108.0M,4.99$,Everyone
2992,838455884,Sumotori Dreams,1036,4.0,1.3,Games,Paid,6.2M,0.99$,Everyone
2993,838500730,Family Guy: The Quest for Stuff,104060,4.5,1.48.3,Games,Free,125.2M,0.0$,Adults only
2995,838848566,Zenly - Locate your friends in realtime,427,4.0,3.1.0,Social Networking,Free,121.0M,0.0$,Everyone
2996,839210443,Sunken Secrets,10849,4.5,1.9.7,Games,Free,172.1M,0.0$,Everyone
2997,839301889,Jupiter Jump,2890,4.5,1.2,Games,Free,16.0M,0.0$,Everyone
2999,839599050,Make It Rain: The Love of Money,27556,4.5,5.8,Games,Free,161.8M,0.0$,Everyone
3000,839897809,Yup - Homework Help with Math & Science Tutors,1424,4.5,5.8.8,Education,Free,95.3M,0.0$,Everyone
3001,840146800,Ninja UP!,1233,4.0,1.1.0,Games,Free,36.1M,0.0$,Everyone
3002,840190552,"VIDO - Rewards, Music and Videos for YouTube",2133,4.5,4.23,Entertainment,Free,45.1M,0.0$,Adults only
3003,840469989,Skullduggery!,409,4.5,1.3,Games,Paid,142.7M,2.99$,Teen
3004,840811083,Rules!,835,4.5,4.0.4,Games,Paid,54.3M,2.99$,Everyone
3005,840919914,2048,157882,4.5,2.0.4,Games,Free,14.8M,0.0$,Everyone
3006,841098932,Pokémon TCG Online,13559,3.5,2.44.2,Games,Free,600.3M,0.0$,Teen
3007,841118013,BET NOW - Watch Shows,967,2.5,3.3.0,Entertainment,Free,36.2M,0.0$,Adults only
3009,841377297,Windy ~ Sleep Relax Meditate & white noise sounds,5285,4.5,4.2.3,Health & Fitness,Paid,90.7M,1.99$,Everyone
3010,841386224,妙健康-健康自测管家,0,0.0,4.2.1,Health & Fitness,Free,149.0M,0.0$,Adults only
3012,842503500,Missguided,113,3.5,5.9.4,Shopping,Free,81.9M,0.0$,Everyone
3013,842617644,AirAttack 2,229,4.5,1.1,Games,Paid,486.6M,0.99$,Teen
3015,842842640,Google Docs,64259,4.5,1.2017.20203,Productivity,Free,190.7M,0.0$,Everyone
3016,842849113,Google Sheets,24602,4.5,1.2017.20204,Productivity,Free,278.9M,0.0$,Everyone
3019,844517266,Wild Kratts World Adventure,193,3.0,2.1,Education,Paid,162.3M,3.99$,Everyone
3020,844570015,Funimate video editor: add cool effects to videos,123268,4.5,6.5.7,Photo & Video,Free,100.0M,0.0$,Everyone 12+
3024,845918296,Zombie Catchers,16805,4.5,1.17,Games,Free,98.6M,0.0$,Everyone 12+
3025,846073598,WordNerd - The picture puzzle game for word nerds,414,4.5,1.74,Games,Free,153.6M,0.0$,Everyone
3026,847177468,世界邦行程大师-出国自由行定制专家,0,0.0,3.7.6,Travel,Free,79.7M,0.0$,Everyone
3028,847334708,Meipai,1190,4.5,6.1.5,Photo & Video,Free,140.3M,0.0$,Everyone 12+
3029,847347016,in-capturing moments in life,16,4.0,3.1.0,Photo & Video,Free,140.9M,0.0$,Everyone 12+
3030,847492141,Score! Hero,85395,4.5,1.55,Games,Free,162.9M,0.0$,Everyone
3031,847985808,Star Wars™: Commander,253448,4.5,4.10.0,Games,Free,178.5M,0.0$,Teen
3032,848160327,Piano Tiles (Don't Tap The White Tile),172686,4.5,4.1.1,Games,Free,21.3M,0.0$,Everyone
3035,848218959,100 Balls,30967,4.5,4.2,Games,Free,22.1M,0.0$,Everyone
3036,848276233,The Easter Bunny Tracker,38,2.5,2.0,Entertainment,Paid,16.9M,1.99$,Everyone
3037,848515450,ALONE...,465,4.5,1.0.10,Games,Paid,48.1M,0.99$,Everyone
3038,848651098,8-Bit RPG Creator,73,4.0,1.53,Games,Paid,39.0M,2.99$,Teen
3040,849095637,Thomas Was Alone,1226,5.0,2.0,Games,Paid,217.8M,4.99$,Teen
3041,849145835,"Union - Combine, Blend, and Edit Photos",1372,4.5,1.5.4,Photo & Video,Paid,49.8M,1.99$,Everyone
3043,849732663,KNFB Reader,71,4.5,2.7.3,Productivity,Paid,101.5M,99.99$,Everyone
3044,849796318,Kiwanuka,1025,4.5,1.2,Games,Paid,47.2M,0.99$,Everyone
3045,850417475,Candy Crush Soda Saga,133394,4.5,1.91.5,Games,Free,230.7M,0.0$,Everyone
3046,850417796,Almanac Long-Range Weather Forecast,12,1.5,4.0,Weather,Free,15.0M,0.0$,Everyone
3047,850863885,Ambition: Strategy War Game,360,3.5,2.7,Games,Paid,51.6M,3.99$,Teen
3049,852152318,The Impossible Letter Game,6956,4.5,5.2,Games,Free,24.0M,0.0$,Everyone
3050,852197796,Red Ball 4,9818,4.5,1.3.11,Games,Paid,100.8M,0.99$,Everyone
3052,852224786,Pet Buddies HD,8227,4.5,1.0.27,Games,Free,103.7M,0.0$,Everyone
3053,852250176,No Brakes,6865,4.5,1.3.9,Games,Free,20.6M,0.0$,Everyone
3054,852318295,Sounds app - Music And Friends,5126,4.5,2.43,Music,Free,126.3M,0.0$,Everyone 12+
3055,852555131,"Adobe Spark Video, Animated Videos in minutes",4302,4.5,3.0.5,Productivity,Free,147.7M,0.0$,Everyone
3056,852801667,Looney Tunes Dash!,25806,4.5,1.89,Games,Free,171.2M,0.0$,Teen
3057,852801905,タップル誕生 - 出会いアプリで趣味から恋活・婚活,37,4.5,2.2.1,Social Networking,Free,60.0M,0.0$,Adults only
3059,852912420,Summoners War,137122,4.5,3.4.3,Games,Free,36.4M,0.0$,Everyone 12+
3061,853246110,Mr Jack Pocket,31,3.5,2.0.2,Games,Paid,96.0M,2.99$,Everyone
3062,853706620,Botanicula,959,4.5,1.1.3,Games,Paid,629.7M,4.99$,Teen
3063,853834250,Peggle Blast,11528,4.0,2.10.0,Games,Free,433.7M,0.0$,Teen
3064,853926670,Webcams – EarthCam,912,4.0,1.2.99,Travel,Free,41.3M,0.0$,Everyone
3066,854145102,Face Swap-r,17,2.5,1.0,Entertainment,Free,3.4M,0.0$,Everyone
3067,854245283,Cooking Academy 2: World Cuisine (Full),988,4.5,1.0.4,Games,Paid,127.6M,2.99$,Everyone
3069,855062660,ikouhoushi,0,0.0,3.1.83,Book,Free,56.2M,0.0$,Adults only
3070,855274310,Cinamatic,937,3.5,1.6.4,Photo & Video,Paid,41.5M,2.99$,Everyone
3071,855627886,MADDEN NFL Mobile,230289,4.5,3.9.1,Games,Free,140.4M,0.0$,Everyone
3073,857555369,Wayward Souls,2061,4.5,1.34,Games,Paid,45.7M,6.99$,Teen
3075,857654965,Pop Jump,1,2.0,1.2.0,Games,Paid,124.4M,0.99$,Everyone
3076,858226685,Disney Karaoke: Frozen,313,3.5,1.7,Music,Paid,98.5M,6.99$,Everyone
3077,858352213,Set up the airplane parts! - Work Experience-Based Brain Training App,0,0.0,1.1.1,Education,Paid,120.4M,1.99$,Everyone
